timestamp,s_no,report_week,hospital_code,hospital_type,federal_entity,administrative_entity,power_outage_equipment_failure_specify,power_generator_available,power_outage_mortatility,power_outage_deaths_count,power_outage,power_outage_avg_failures_per_day,power_outage_days_count,power_outage_avg_duration,power_outage_equipment_failure,mortality_hospital_failure_cardiovascular_count,mortality_hospital_failure_cardiovascular_cause,mortality_hospital_failure_trauma_count,mortality_hospital_failure_trauma_cause,rrt_avail_high_flow_catheters,rrt_avail_blood_tests_hiv_hvb_hvc_vdr,rrt_avail_immediate_access_urea_reduction_bun,operability_icu,operability_icu_p,operability_er,operability_sx,operability_lab,operability_uls,operability_ct_mri,operability_xr,er_avail_adrenalin,er_avail_atropine,er_avail_dopamine,er_avail_cephalosporins_betalactams,er_avail_aminoglycosides_quinolone,er_avail_vancomycin_clindamycin,er_avail_lidocaine,er_avail_minor_opioids,er_avail_major_opioids,er_avail_iv_fluids,er_avail_diazepam_dph,er_avail_heparin,er_avail_steroids,er_avail_insulin,er_avail_asthma,er_avail_blood_pressure,er_avail_defibrillator,er_avail_ott_intubation,er_avail_catheter,er_avail_oxygen_suction,sx_avail_minor_opioids,sx_avail_major_opioids,sx_avail_anesthetic_gases,sx_avail_anesthetics_iv,sx_avail_relaxants,sx_avail_ott_intubation,sx_avail_patient_lingerie_kit,sx_avail_disposables_mask_gloves_gown,sx_avail_oxygen_suction,rrt_avail,rrt_operability,rrt_avg_daily_patients,rrt_peritoneal_count,rrt_num_hemodialysis,rrt_num_hemodialysis_acute,rrt_num_hemodialysis_chronic,rrt_num_hemodialysis_equipments,rrt_num_hemodialysis_equipments_operability,rrt_hemodialysis_avail_filter,rrt_hemodialysis_avail_lines,rrt_hemodialysis_avail_kit_hemodialysis,rrt_hemodialysis_avail_iron,rrt_hemodialysis_avail_b_complex,rrt_hemodialysis_avail_calcium,rrt_hemodialysis_avail_zemblar,rrt_reverse_osmosis_unit_operability,rrt_staff_nephrology,rrt_staff_md,rrt_staff_resident,rrt_staff_nurse,rrt_staff_nurse_nephrologist,arch_beds_count,op_beds_count,op_beds_er_count,nutr_avail,nutr_operability,nutr_num,nutr_daily_freq_meal,nutr_quality,nutr_freq_milk_formulas,pneumonia_antibiotic_therapy_latency,mi_thrombolytic_treatment_latency,er_staff_residents_and_rural_day_on_call,er_staff_specialist_day_on_call,er_staff_mic_day_on_call,er_staff_nurse_day_on_call,er_staff_non_professional_nurse_day_on_call,er_staff_residents_and_rural_night_on_call,er_staff_specialist_night_on_call,er_staff_mic_night_on_call,op_pavilions_count,er_staff_nurse_night_on_call,er_staff_non_professional_nurse_night_on_call,wash_failure_icu,wash_failure_er,wash_failure_sx
2019-06-05,273,22 2019,DCA004,type IV,Dtto Capital,MPPS,0,It works every day,No,0.0,No,0,Within 3 days,1899-12-30T00: 00: 00.000Z,Do not,,,,,,,,Does not exist,Does not exist,Does not exist,Days 3 to 5,Days 3 to 5,Days 3 to 5,Has never been,nonoperating,There were no,There were no,There were no,Days 3 to 5,There were no,Days 3 to 5,Every day,There were no,There were no,Every day,Every day,There were no,Days 3 to 5,There were no,Days 3 to 5,Days 3 to 5,Every day,There were no,Days 3 to 5,Every day,There were no,There were no,Every day,Days 3 to 5,Every day,Every day,Days 3 to 5,Days 3 to 5,Every day,Do not,,,,,,,,,,,,,,,,,,,,,,515,227,4,SÃ,SÃ,Days 3 to 5,They served less than 3 meals to the day,No recommendations from the specialist remain as to the menu served,There was not any public day-dairy formulas,1899-12-30T00: 00: 00.000Z,1899-12-30T00: 00: 00.000Z,1,1,0,4,2,1,1,0,3,4,0,"3 to 5 days, no alternative support","3 to 5 days, no alternative support","3 to 5 days, no alternative support"
2019-06-06,383,22 2019,DEL000,type III,Delta Amacuro,MPPS,none,It works every day,No,0.0,No,0,Within 3 days,1899-12-30T00: 00: 02.000Z,Do not,0.0,,0.0,,,,,Has never been,Has never been,Days 3 to 5,Days 3 to 5,Days 3 to 5,nonoperating,Has never been,nonoperating,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,There were no,Between 1 and 2 days,Between 1 and 2 days,There were no,Between 1 and 2 days,There were no,Between 1 and 2 days,Between 1 and 2 days,Every day,There were no,Between 1 and 2 days,There were no,Every day,Every day,Every day,Days 3 to 5,There were no,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Do not,,,,,,,,,,,,,,,,,,,,,,300,182,53,SÃ,SÃ,Days 3 to 5,They served less than 3 meals to the day,No recommendations from the specialist remain as to the menu served,There was less than 3-dairy formulas days,1899-12-30T01: 20: 00.000Z,1899-12-30T01: 00: 00.000Z,0,7,5,100,32,0,7,5,1,100,37,There was no water any public day,"3 to 5 days, with alternate support","3 to 5 days, with alternate support"
2019-06-06,217,22 2019,DCA000,type IV,Dtto Capital,Military health,,Works between 3 and 5 days,No,,No,0,Within 3 days,1899-12-30T00: 00: 00.000Z,Do not,,,,,,,,Does not exist,Does not exist,Does not exist,Does not exist,nonoperating,nonoperating,nonoperating,Does not exist,Days 3 to 5,Days 3 to 5,Days 3 to 5,There were no,There were no,There were no,Every day,Every day,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,There were no,There were no,There were no,There were no,Every day,Days 3 to 5,Days 3 to 5,Days 3 to 5,Every day,Days 3 to 5,Every day,Days 3 to 5,Days 3 to 5,Days 3 to 5,There were no,There were no,Every day,SÃ,SÃ,,,,,,,,,,,,,,,,,,,,,465,420,8,SÃ,SÃ,,,,,1899-12-30T02: 00: 00.000Z,1899-12-30T01: 30: 00.000Z,24,16,9,12,7,15,8,5,7,8,7,There was water every day,There was water every day,There was water every day
2019-06-06,592,22 2019,MIR000,type IV,Miranda,IVSS,,It works every day,No,0.0,No,0,Within 3 days,1899-12-30T00: 00: 00.000Z,Do not,0.0,,,,,,,Does not exist,Does not exist,Does not exist,Does not exist,nonoperating,nonoperating,nonoperating,nonoperating,Every day,Every day,Every day,Days 3 to 5,Days 3 to 5,Days 3 to 5,Every day,Every day,There were no,Every day,There were no,There were no,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,There were no,Every day,Every day,Every day,Every day,Every day,There were no,Every day,Every day,Every day,Every day,Days 3 to 5,Days 3 to 5,Every day,SÃ,SÃ,15.0,0.0,5.0,0.0,15.0,4.0,2.0,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Every day,Every day,Every day,Every day,Every day,600,490,50,SÃ,SÃ,Every day,"3 meals to the day (breakfast, lunch and dinner) is served",No recommendations from the specialist remain as to the menu served,There was every day-dairy formulas,1899-12-30T02: 00: 00.000Z,1899-12-30T01: 00: 00.000Z,30,12,0,6,8,30,0,0,4,5,8,"3 to 5 days, no alternative support","3 to 5 days, no alternative support","3 to 5 days, no alternative support"
2019-06-07,112,22 2019,BOL000,type IV,Bolivar,ISP Bolivar State,,It works less than 3 days,No,,No,0,Within 3 days,1899-12-30T00: 00: 00.000Z,Do not,4.0,"Equipment, drugs",6.0,"Equipment, medicines, Human Resources",,,,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,nonoperating,nonoperating,nonoperating,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,There were no,Between 1 and 2 days,There were no,Days 3 to 5,Between 1 and 2 days,There were no,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,There were no,Days 3 to 5,Days 3 to 5,There were no,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,There were no,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,There were no,Days 3 to 5,Days 3 to 5,Do not,,,,,,,,,,,,,,,,,,,,,,470,360,50,SÃ,SÃ,Every day,They served less than 3 meals to the day,No recommendations from the specialist remain as to the menu served,There was not any public day-dairy formulas,1899-12-30T01: 00: 00.000Z,1899-12-30T00: 40: 00.000Z,15,4,3,20,0,11,0,2,5,10,0,"3 to 5 days, no alternative support","3 to 5 days, no alternative support","3 to 5 days, no alternative support"
2019-06-07,950,22 2019,MON000,type IV,Monagas,MPPS,,It works every day,No,0.0,No,0,Within 3 days,1899-12-30T00: 00: 00.000Z,Do not,4.0,"Equipment, medicines, structural Rest (water, O2, suction)",3.0,"Equipment, drugs",,,,Does not exist,Does not exist,Does not exist,Does not exist,nonoperating,nonoperating,nonoperating,Less than 3 days,There were no,Between 1 and 2 days,There were no,Between 1 and 2 days,There were no,There were no,There were no,There were no,There were no,There were no,There were no,There were no,There were no,Between 1 and 2 days,There were no,Between 1 and 2 days,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,There were no,There were no,There were no,There were no,There were no,There were no,There were no,There were no,Every day,SÃ,SÃ,20.0,18.0,20.0,0.0,20.0,12.0,4.0,Between 1 and 2 days,Every day,There were no,There were no,There were no,There were no,There were no,Days 3 to 5,Days 3 to 5,Days 3 to 5,Every day,Days 3 to 5,Days 3 to 5,180,160,50,Do not,Do not,,,,,1899-12-30T10: 00: 00.000Z,1899-12-30T06: 00: 00.000Z,12,8,2,4,3,10,0,0,4,5,5,"<3 days, with alternate support","<3 days, with alternate support","3 to 5 days, with alternate support"
2019-06-07,146,"23, 2019",BOL000,type IV,Bolivar,ISP Bolivar State,,It works less than 3 days,Yes,,Yes,2,Within 3 days,1899-12-30T00: 10: 00.000Z,Do not,4.0,"Equipment, drugs",6.0,"Equipment, medicines, Human Resources",,,,Does not exist,Does not exist,Days 3 to 5,Days 3 to 5,nonoperating,nonoperating,nonoperating,Days 3 to 5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,There were no,Days 3 to 5,There were no,Days 3 to 5,Between 1 and 2 days,There were no,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,There were no,Between 1 and 2 days,Days 3 to 5,There were no,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Days 3 to 5,There were no,Days 3 to 5,Days 3 to 5,Do not,,,,,,,,,,,,,,,,,,,,,,470,350,50,SÃ,SÃ,Days 3 to 5,"3 meals to the day (breakfast, lunch and dinner) is served",No recommendations from the specialist remain as to the menu served,There was not any public day-dairy formulas,1899-12-30T01: 30: 00.000Z,1899-12-30T00: 30: 00.000Z,15,4,3,20,0,11,0,2,4,10,0,"3 to 5 days, no alternative support","3 to 5 days, no alternative support","3 to 5 days, no alternative support"
2019-06-08,771,"23, 2019",VAR000,type II,Vargas,IVSS,0,It works every day,Yes,0.0,Yes,1,Within 3 days,1899-12-30T02: 00: 00.000Z,Do not,0.0,,0.0,,,,,nonoperating,Has never been,Does not exist,Does not exist,nonoperating,nonoperating,Has never been,Does not exist,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,There were no,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,SÃ,SÃ,15.0,0.0,0.0,0.0,105.0,26.0,18.0,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Has never been,Has never been,Every day,Every day,140,120,16,SÃ,SÃ,Every day,"3 meals to the day (breakfast, lunch and dinner) is served",recommendations of the specialist remain as to the menu served,There was every day-dairy formulas,1899-12-30T00: 20: 00.000Z,1899-12-30T00: 20: 00.000Z,4,2,1,12,0,4,2,1,2,6,0,"3 to 5 days, with alternate support","3 to 5 days, with alternate support","3 to 5 days, with alternate support"
2019-06-08,932,22 2019,LAR000,type IV,Lara,MPPS,,It works every day,No,,No,0,Within 3 days,1899-12-30T00: 00: 00.000Z,Do not,3.0,Medicines,0.0,,,,,Does not exist,Has never been,Does not exist,Does not exist,nonoperating,Days 3 to 5,nonoperating,Days 3 to 5,Every day,Every day,Every day,There were no,Days 3 to 5,Days 3 to 5,There were no,There were no,Days 3 to 5,Days 3 to 5,Every day,Every day,There were no,Every day,Every day,There were no,Every day,Every day,There were no,Every day,There were no,Days 3 to 5,Every day,Every day,Every day,Every day,There were no,Every day,Every day,SÃ,SÃ,40.0,1.0,19.0,1.0,19.0,20.0,7.0,Days 3 to 5,Every day,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,any public day,Days 3 to 5,There were no,There were no,Days 3 to 5,There were no,545,480,60,SÃ,SÃ,Days 3 to 5,"3 meals to the day (breakfast, lunch and dinner) is served",No recommendations from the specialist remain as to the menu served,There was not any public day-dairy formulas,1899-12-30T12: 00: 00.000Z,1899-12-30T15: 00: 00.000Z,5,2,4,5,3,3,2,3,7,5,0,"3 to 5 days, no alternative support","3 to 5 days, no alternative support","3 to 5 days, no alternative support"
2019-06-08,326,"23, 2019",DCA006,type IV,Dtto Capital,MPPS,0,There does not work,No,0.0,No,0,Within 3 days,1899-12-30T00: 00: 00.000Z,Do not,0.0,Human resource,0.0,Human resource,,,,nonoperating,nonoperating,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Do not,,,,,,,,,,,,,,,,,,,,,,400,275,17,SÃ,Do not,,,,,1899-12-30T01: 00: 00.000Z,1899-12-30T00: 30: 00.000Z,8,4,0,6,0,8,2,0,2,5,0,There was no water any public day,There was no water any public day,There was no water any public day
2019-06-08,559,"23, 2019",GUA000,type IV,Guarico,MPPS,None,It works every day,Yes,0.0,Yes,1,Within 3 days,1899-12-30T00: 05: 00.000Z,Do not,0.0,,0.0,,,,,Does not exist,Does not exist,Does not exist,Does not exist,Does not exist,Days 3 to 5,nonoperating,Days 3 to 5,Every day,Every day,Every day,Every day,There were no,Every day,Every day,Every day,There were no,There were no,Every day,Every day,There were no,Every day,Every day,There were no,Every day,Every day,Every day,Every day,Every day,There were no,Every day,Every day,Days 3 to 5,Every day,Every day,Every day,Every day,SÃ,SÃ,6.0,1.0,5.0,0.0,6.0,6.0,3.0,Every day,Every day,Every day,There were no,There were no,There were no,Every day,Every day,Every day,Every day,,Has never been,Every day,160,180,20,SÃ,SÃ,Every day,"3 meals to the day (breakfast, lunch and dinner) is served",No recommendations from the specialist remain as to the menu served,There was not any public day-dairy formulas,1899-12-30T00: 30: 00.000Z,1899-12-30T00: 30: 00.000Z,20,12,1,12,0,12,8,0,4,5,0,There was water every day,There was water every day,There was water every day
2019-06-08,927,"23, 2019",LAR000,type IV,Lara,MPPS,,It works every day,No,,No,0,Within 3 days,1899-12-30T00: 00: 00.000Z,Do not,0.0,,0.0,,,,,Does not exist,Has never been,Does not exist,Does not exist,nonoperating,Days 3 to 5,nonoperating,Days 3 to 5,Every day,Every day,Every day,There were no,Days 3 to 5,Days 3 to 5,There were no,There were no,Days 3 to 5,There were no,Every day,Every day,There were no,Every day,Every day,There were no,Every day,Every day,There were no,Every day,There were no,Days 3 to 5,Every day,Every day,Every day,Every day,There were no,Every day,Every day,SÃ,SÃ,30.0,0.0,30.0,0.0,30.0,10.0,7.0,Every day,Every day,Every day,There were no,Every day,There were no,There were no,any public day,Days 3 to 5,There were no,There were no,Days 3 to 5,There were no,545,480,60,SÃ,SÃ,Every day,"3 meals to the day (breakfast, lunch and dinner) is served",No recommendations from the specialist remain as to the menu served,There was not any public day-dairy formulas,1899-12-30T10: 00: 00.000Z,1899-12-30T09: 00: 00.000Z,5,2,4,6,3,3,2,3,7,6,0,"3 to 5 days, no alternative support","3 to 5 days, no alternative support","3 to 5 days, no alternative support"
2019-06-08,348,22 2019,DCA006,type IV,Dtto Capital,MPPS,0,There does not work,No,0.0,No,0,Within 3 days,1899-12-30T00: 00: 00.000Z,Do not,0.0,Human resource,0.0,Human resource,,,,nonoperating,nonoperating,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Do not,,,,,,,,,,,,,,,,,,,,,,400,275,17,SÃ,Do not,,,,,1899-12-30T01: 00: 00.000Z,1899-12-30T00: 30: 00.000Z,8,4,2,6,0,8,2,0,2,5,0,There was no water any public day,There was no water any public day,There was no water any public day
2019-06-09,961,"23, 2019",MON000,type IV,Monagas,MPPS,Defibrillators air lifts ,Works between 3 and 5 days,Yes,0.0,Yes,1,Within 3 days,1899-12-30T06: 00: 00.000Z,SÃ,0.0,,2.0,"Equipment, drugs",,,,Every day,Every day,Every day,Every day,Less than 3 days,nonoperating,nonoperating,Days 3 to 5,There were no,There were no,There were no,Between 1 and 2 days,There were no,There were no,There were no,Between 1 and 2 days,There were no,There were no,There were no,There were no,There were no,Between 1 and 2 days,There were no,Between 1 and 2 days,Every day,There were no,Has never been,Every day,There were no,There were no,There were no,There were no,There were no,Days 3 to 5,There were no,There were no,Every day,SÃ,SÃ,28.0,8.0,20.0,0.0,28.0,12.0,4.0,There were no,Every day,There were no,There were no,There were no,There were no,There were no,Every day,Days 3 to 5,Every day,Every day,Every day,Days 3 to 5,180,150,50,SÃ,SÃ,Every day,They served less than 3 meals to the day,No recommendations from the specialist remain as to the menu served,There was not any public day-dairy formulas,1899-12-30T12: 00: 00.000Z,1899-12-30T06: 00: 00.000Z,14,6,3,6,4,8,0,0,4,4,5,"3 to 5 days, with alternate support","3 to 5 days, with alternate support","3 to 5 days, with alternate support"
2019-06-09,595,"23, 2019",MIR000,type IV,Miranda,IVSS,,It works every day,No,,No,0,Within 3 days,1899-12-30T00: 00: 00.000Z,Do not,0.0,,0.0,,,,,Every day,Every day,Every day,Every day,nonoperating,nonoperating,nonoperating,nonoperating,Every day,Every day,Every day,Days 3 to 5,Days 3 to 5,Days 3 to 5,Every day,Every day,There were no,Every day,There were no,There were no,Between 1 and 2 days,There were no,There were no,There were no,Every day,Every day,Every day,Every day,Every day,There were no,Every day,Every day,Every day,Every day,Days 3 to 5,Days 3 to 5,Every day,SÃ,SÃ,5.0,0.0,10.0,2.0,8.0,3.0,2.0,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Every day,Every day,Every day,Every day,Every day,600,490,50,SÃ,SÃ,Every day,"3 meals to the day (breakfast, lunch and dinner) is served",No recommendations from the specialist remain as to the menu served,There was every day-dairy formulas,1899-12-30T03: 00: 00.000Z,1899-12-30T01: 00: 00.000Z,30,12,9,8,6,30,10,0,4,4,7,"3 to 5 days, with alternate support","3 to 5 days, with alternate support","3 to 5 days, with alternate support"
2019-06-09,457,"23, 2019",BAR000,type IV,Barinas,"MPPS, Military Health, Govt. State, Barrio Adentro",,It works every day,Yes,0.0,Yes,1,Days 3 to 5,1899-12-30T02: 00: 00.000Z,Do not,0.0,,1.0,Medicines,,,,Every day,Every day,Every day,Every day,nonoperating,Less than 3 days,nonoperating,nonoperating,There were no,Between 1 and 2 days,There were no,There were no,Between 1 and 2 days,Between 1 and 2 days,There were no,There were no,There were no,Between 1 and 2 days,There were no,There were no,There were no,There were no,There were no,There were no,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Every day,There were no,There were no,Days 3 to 5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Every day,SÃ,SÃ,48.0,0.0,48.0,5.0,43.0,16.0,15.0,Every day,Every day,Every day,There were no,There were no,There were no,Between 1 and 2 days,Every day,Every day,Every day,Every day,Every day,Every day,230,140,48,SÃ,SÃ,Every day,"3 meals to the day (breakfast, lunch and dinner) is served",recommendations of the specialist remain as to the menu served,There was less than 3-dairy formulas days,1899-12-30T10: 00: 00.000Z,1899-12-30T10: 00: 00.000Z,2,1,2,1,3,3,2,3,2,2,3,"3 to 5 days, no alternative support","3 to 5 days, no alternative support","3 to 5 days, no alternative support"
2019-06-09,88,22 2019,ARA001,type IV,Aragua,Military health,0,It works every day,Yes,0.0,Yes,1,Days 3 to 5,1899-12-30T03: 00: 00.000Z,Do not,0.0,,0.0,,,,,Every day,Has never been,Every day,Every day,Days 3 to 5,Less than 3 days,Has never been,Days 3 to 5,Every day,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,There were no,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Every day,Every day,Days 3 to 5,Every day,Days 3 to 5,There were no,There were no,Between 1 and 2 days,Between 1 and 2 days,Every day,Between 1 and 2 days,Days 3 to 5,Every day,Do not,,,,,,,,,,,,,,,,,,,,,,304,104,24,SÃ,SÃ,Every day,They served less than 3 meals to the day,No recommendations from the specialist remain as to the menu served,There was not any public day-dairy formulas,1899-12-30T07: 00: 00.000Z,1899-12-30T08: 00: 00.000Z,21,9,0,7,8,12,8,0,3,5,8,"3 to 5 days, with alternate support","3 to 5 days, with alternate support","3 to 5 days, with alternate support"
2019-06-09,275,"23, 2019",DCA004,type IV,Dtto Capital,MPPS,,It works every day,No,0.0,No,0,Within 3 days,1899-12-30T00: 00: 00.000Z,Do not,0.0,,,,,,,Every day,Every day,Every day,Days 3 to 5,Days 3 to 5,Every day,Has never been,nonoperating,There were no,There were no,There were no,There were no,There were no,There were no,Every day,There were no,There were no,Every day,Days 3 to 5,There were no,Days 3 to 5,There were no,Days 3 to 5,Days 3 to 5,Every day,There were no,Every day,Every day,There were no,There were no,Every day,Days 3 to 5,Every day,Every day,Days 3 to 5,Between 1 and 2 days,Every day,Do not,,,,,,,,,,,,,,,,,,,,,,515,218,4,SÃ,SÃ,Days 3 to 5,They served less than 3 meals to the day,No recommendations from the specialist remain as to the menu served,There was not any public day-dairy formulas,1899-12-30T00: 00: 00.000Z,1899-12-30T00: 00: 00.000Z,1,1,0,4,0,1,1,0,3,3,1,"3 to 5 days, no alternative support","3 to 5 days, no alternative support","3 to 5 days, no alternative support"
2019-06-09,800,"23, 2019",NES000,type III,Nueva Esparta,IVSS,0,It works every day,Yes,0.0,Yes,4,Within 3 days,1899-12-30T00: 18: 00.000Z,Do not,10.0,"Equipment, medicines, Human Resources",11.0,"Equipment, medicines, Human Resources",,,,Days 3 to 5,Every day,Every day,Every day,nonoperating,nonoperating,nonoperating,nonoperating,Every day,Every day,There were no,There were no,There were no,There were no,There were no,There were no,There were no,There were no,There were no,There were no,There were no,There were no,There were no,There were no,Every day,Every day,Every day,Every day,There were no,There were no,There were no,There were no,There were no,Every day,There were no,There were no,Every day,SÃ,SÃ,25.0,0.0,25.0,3.0,22.0,15.0,10.0,There were no,There were no,There were no,There were no,There were no,There were no,There were no,Between 1 and 2 days,Between 1 and 2 days,There were no,Every day,There were no,There were no,420,340,42,SÃ,SÃ,Every day,"3 meals to the day (breakfast, lunch and dinner) is served",No recommendations from the specialist remain as to the menu served,There was not any public day-dairy formulas,1899-12-31T06: 00: 00.000Z,1899-12-31T21: 00: 00.000Z,12,15,0,12,4,6,12,0,4,6,2,"<3 days, no alternative support (tanks)","<3 days, no alternative support (tanks)","<3 days, no alternative support (tanks)"
2019-06-09,155,22 2019,BOL000,type III,Bolivar,IVSS,,It works every day,Yes,0.0,Yes,1,Within 3 days,1899-12-30T03: 00: 00.000Z,Do not,5.0,"Equipment, drugs, human resources, structural Rest (water, O2, suction)",3.0,hemoderivatives inotropic compleme studies missing,,,,nonoperating,Every day,Every day,Every day,nonoperating,Has never been,Has never been,nonoperating,Between 1 and 2 days,Every day,Days 3 to 5,Every day,Every day,Days 3 to 5,Every day,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,There were no,Between 1 and 2 days,Every day,Days 3 to 5,Every day,Every day,There were no,Days 3 to 5,Every day,Every day,Every day,Every day,Every day,There were no,Every day,Do not,,,,,,,,,,,,,,,,,,,,,,300,158,76,SÃ,Do not,,,,,1899-12-30T02: 00: 00.000Z,1899-12-30T02: 00: 00.000Z,10,11,1,18,4,10,10,1,3,6,2,There was no water any public day,"<3 days, with alternate support",There was water every day
2019-06-10,747,22 2019,VAR000,type II,Vargas,IVSS,0,It works every day,Yes,0.0,Yes,1,Within 3 days,1899-12-30T02: 00: 00.000Z,Do not,0.0,,0.0,,,,,nonoperating,Has never been,Every day,Every day,nonoperating,nonoperating,Has never been,Has never been,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,SÃ,SÃ,70.0,0.0,10.0,0.0,70.0,28.0,16.0,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,There were no,There were no,Every day,Every day,140,120,14,SÃ,SÃ,Every day,"3 meals to the day (breakfast, lunch and dinner) is served",recommendations of the specialist remain as to the menu served,There was every day-dairy formulas,1899-12-30T00: 20: 00.000Z,1899-12-30T00: 15: 00.000Z,4,2,0,14,0,4,2,0,2,4,0,"3 to 5 days, with alternate support","3 to 5 days, with alternate support","3 to 5 days, with alternate support"
2019-06-10,985,"23, 2019",POR000,type III,Portuguesa,Gob. State,,It works every day,Yes,,Yes,1,Every day,1899-12-30T00: 10: 00.000Z,Do not,2.0,"Equipment, medicines, Human Resources",1.0,"Equipment, medicines, Human Resources",,,,Every day,Has never been,Every day,Every day,nonoperating,Days 3 to 5,Has never been,nonoperating,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,There were no,Days 3 to 5,Every day,Every day,There were no,There were no,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,There were no,SÃ,SÃ,8.0,,8.0,1.0,7.0,6.0,3.0,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,There were no,There were no,There were no,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,There were no,245,220,43,SÃ,SÃ,Days 3 to 5,They served less than 3 meals to the day,No recommendations from the specialist remain as to the menu served,Was-dairy formulas 3 to 5 days,1899-12-30T08: 00: 00.000Z,1899-12-30T01: 00: 00.000Z,1,1,4,2,3,1,1,4,38,1,2,"3 to 5 days, with alternate support","3 to 5 days, with alternate support","3 to 5 days, with alternate support"
