s_no,timestamp,report_week,hospital_code,hospital_type,federal_entity,administrative_entity,power_outage_equipment_failure_specify,power_generator_available,power_outage_mortatility,power_outage_deaths_count,power_outage,power_outage_avg_failures_per_day,power_outage_days_count,power_outage_avg_duration,power_outage_equipment_failure,mortality_hospital_failure_cardiovascular_count,mortality_hospital_failure_cardiovascular_cause,mortality_hospital_failure_trauma_count,mortality_hospital_failure_trauma_cause,strike_medical_staff_affected,strike_nurses_affected,strike_other_staff_affected,strike_patients_affected,strike_other_affected,staff_violence_affected_reasons,epidemiological_emergency_suspected_diseases,rrt_avail_high_flow_catheters,rrt_avail_blood_tests_hiv_hvb_hvc_vdr,rrt_avail_immediate_access_urea_reduction_bun,nCoV_face_mask_avail,nCoV_respiratory_isolation_protocol_avail,nCoV_isolation_area_avail,operability_icu,operability_icu_p,operability_er,operability_sx,operability_lab,operability_uls,operability_ct_mri,operability_xr,er_avail_adrenalin,er_avail_atropine,er_avail_dopamine,er_avail_cephalosporins_betalactams,er_avail_aminoglycosides_quinolone,er_avail_vancomycin_clindamycin,er_avail_lidocaine,er_avail_minor_opioids,er_avail_major_opioids,er_avail_iv_fluids,er_avail_diazepam_dph,er_avail_heparin,er_avail_steroids,er_avail_insulin,er_avail_asthma,er_avail_blood_pressure,er_avail_defibrillator,er_avail_ott_intubation,er_avail_catheter,er_avail_oxygen_suction,sx_avail_minor_opioids,sx_avail_major_opioids,sx_avail_anesthetic_gases,sx_avail_anesthetics_iv,sx_avail_relaxants,sx_avail_ott_intubation,sx_avail_patient_lingerie_kit,sx_avail_disposables_mask_gloves_gown,sx_avail_oxygen_suction,rrt_avail,rrt_operability,rrt_date_stopped_operability,rrt_reason_stopped_operability,rrt_avg_daily_patients,rrt_peritoneal_count,rrt_peritoneal_reason_not_performed,rrt_num_hemodialysis,rrt_num_hemodialysis_acute,rrt_num_hemodialysis_chronic,rrt_num_hemodialysis_equipments,rrt_num_hemodialysis_equipments_operability,rrt_hemodialysis_avail_filter,rrt_hemodialysis_avail_lines,rrt_hemodialysis_avail_kit_hemodialysis,rrt_hemodialysis_avail_iron,rrt_hemodialysis_avail_b_complex,rrt_hemodialysis_avail_calcium,rrt_hemodialysis_avail_zemblar,rrt_reverse_osmosis_unit_operability,rrt_staff_nephrology,rrt_staff_md,rrt_staff_resident,rrt_staff_nurse,rrt_staff_nurse_nephrologist,arch_beds_count,op_beds_count,op_beds_er_count,nutr_avail,nutr_operability,nutr_date_stopped_operability,nutr_reason_stopped_operability,nutr_num,nutr_daily_freq_meal,nutr_quality,nutr_freq_milk_formulas,pneumonia_antibiotic_therapy_latency,mi_thrombolytic_treatment_latency,er_staff_residents_and_rural_day_on_call,er_staff_specialist_day_on_call,er_staff_mic_day_on_call,er_staff_nurse_day_on_call,er_staff_non_professional_nurse_day_on_call,er_staff_residents_and_rural_night_on_call,er_staff_specialist_night_on_call,er_staff_mic_night_on_call,op_pavilions_count,er_staff_nurse_night_on_call,er_staff_non_professional_nurse_night_on_call,wash_failure_icu,wash_failure_er,wash_failure_sx
11,2020-02-01T04: 12: 24.516Z,5 of 2020,AMA000,type II,Amazon,MPPS,monitors,Works between 3 and 5 days,Do not,NA,Yes,1,Days 3 to 5,1899-12-30T06: 00: 00.000Z,S√,0,,2,"Equipment, drugs, human resources, structural Rest (water, O2, suction)",,,,,,"Violence against hospital staff by relatives, violence against staff by security forces, theft, robbery or shooting inside the hospital.",TBC health personnel,,,,,Do not,Do not,Every day,Has never been,Every day,Days 3 to 5,nonoperating,nonoperating,Has never been,nonoperating,There were no,There were no,There were no,Days 3 to 5,There were no,There were no,Days 3 to 5,There were no,There were no,Between 1 and 2 days,There were no,Between 1 and 2 days,There were no,Between 1 and 2 days,There were no,There were no,There were no,There were no,There were no,Between 1 and 2 days,There were no,There were no,Days 3 to 5,Days 3 to 5,Days 3 to 5,Every day,There were no,There were no,Days 3 to 5,S√,Do not,Over 1 year ± or,"Lack of surgical equipment, lack of input methods © physicians, lack of nefrol√≥gico equipment (dialysis machines), lack of professionals (nephrologist, surgeon, etc.)",NA,NA,,NA,NA,NA,NA,NA,,,,,,,,,,,,,,170,53,27,S√,S√,,,Between 1 and 2 days,They served less than 3 meals to the day,No recommendations from the specialist remain as to the menu served,Was-dairy formulas 3 to 5 days,1899-12-30T02: 00: 00.000Z,1899-12-30T06: 00: 00.000Z,2,4,2,3,1,1,3,2,1,3,0,"3 to 5 days, with alternate support","3 to 5 days, with alternate support","3 to 5 days, with alternate support"
12,2019-11-12T19: 54: 15.893Z,43 2019,AMA000,type II,Amazon,MPPS,,It works less than 3 days,Do not,NA,Yes,1,Days 3 to 5,1899-12-30T06: 00: 00.000Z,Do not,1,"Equipment, drugs, human resources, structural Rest (water, O2, suction)",0,,Protests with temporary suspension of activities,Protests with temporary suspension of activities,Protests with temporary suspension of activities,,Protests with temporary suspension of activities,"Theft, robbery or shooting inside the hospital.",,,,,,,,Every day,Has never been,Every day,Every day,nonoperating,nonoperating,Has never been,nonoperating,There were no,There were no,There were no,There were no,There were no,There were no,There were no,There were no,There were no,There were no,There were no,Days 3 to 5,There were no,There were no,Every day,There were no,Every day,There were no,There were no,There were no,There were no,There were no,There were no,Every day,Every day,Every day,Every day,There were no,Every day,S√,Do not,Over 1 year ± or,"Lack of surgical equipment, lack of input methods © physicians, lack of nefrol√≥gico equipment (dialysis machines), lack of professionals (nephrologist, surgeon, etc.)",NA,NA,,NA,NA,NA,NA,NA,,,,,,,,,,,,,,170,49,21,S√,S√,,,Every day,They served less than 3 meals to the day,No recommendations from the specialist remain as to the menu served,Was-dairy formulas 3 to 5 days,1900-01-02T00: 00: 00.000Z,1899-12-30T04: 00: 00.000Z,1,2,3,2,1,1,3,2,1,3,0,There was no water any public day,There was no water any public day,There was no water any public day
13,2019-10-22T18: 31: 33.340Z,41 2019,AMA000,type II,Amazon,MPPS,,It works less than 3 days,Do not,NA,Yes,3,Days 3 to 5,1899-12-30T05: 00: 00.000Z,Do not,1,"Equipment, drugs, human resources, structural Rest (water, O2, suction)",0,,,,,,,Violence against hospital staff by relatives,TBC health personnel,,,,,,,Every day,Has never been,Every day,Every day,nonoperating,nonoperating,Has never been,nonoperating,There were no,There were no,There were no,There were no,There were no,There were no,Every day,There were no,There were no,Between 1 and 2 days,There were no,Between 1 and 2 days,There were no,There were no,There were no,There were no,There were no,There were no,There were no,Every day,There were no,There were no,Every day,Every day,Every day,Every day,Days 3 to 5,There were no,Every day,S√,Do not,Over 1 year ± or,"Lack of surgical equipment, lack of input methods © physicians, lack of nefrol√≥gico equipment (dialysis machines), lack of professionals (nephrologist, surgeon, etc.)",NA,NA,,NA,NA,NA,NA,NA,,,,,,,,,,,,,,170,58,31,S√,S√,,,Days 3 to 5,They served less than 3 meals to the day,No recommendations from the specialist remain as to the menu served,There was not any public day-dairy formulas,1900-01-02T00: 00: 00.000Z,1899-12-30T13: 00: 00.000Z,2,3,2,3,2,0,2,3,1,3,2,There was no water any public day,There was no water any public day,There was no water any public day
14,2019-10-02T18: 46: 09.251Z,38 of 2019,AMA000,type II,Amazon,MPPS,,Works between 3 and 5 days,Do not,NA,Yes,2,Days 3 to 5,1899-12-30T08: 00: 00.000Z,Do not,2,"Equipment, drugs, human resources, structural Rest (water, O2, suction)",0,,,,,,,,,,,,,,,Every day,Has never been,Every day,Every day,nonoperating,nonoperating,Has never been,nonoperating,There were no,There were no,There were no,There were no,There were no,There were no,Every day,Days 3 to 5,There were no,There were no,There were no,There were no,There were no,Every day,There were no,There were no,There were no,There were no,There were no,Between 1 and 2 days,There were no,There were no,Every day,Every day,Every day,Every day,There were no,There were no,Every day,S√,Do not,Over 1 year ± or,"Lack of surgical equipment, lack of input methods © physicians, lack of nefrol√≥gico equipment (dialysis machines), lack of professionals (nephrologist, surgeon, etc.)",NA,NA,,NA,NA,NA,NA,NA,,,,,,,,,,,,,,170,53,29,S√,S√,,,Every day,They served less than 3 meals to the day,No recommendations from the specialist remain as to the menu served,There was not any public day-dairy formulas,1900-01-02T00: 00: 00.000Z,1900-01-02T00: 00: 00.000Z,1,3,2,3,2,1,2,2,1,2,0,There was no water any public day,There was no water any public day,There was no water any public day
15,2020-02-01T03: 59: 09.124Z,4 2020,AMA000,type II,Amazon,MPPS,,Works between 3 and 5 days,Do not,NA,Yes,1,Days 3 to 5,1899-12-30T09: 00: 00.000Z,Do not,2,"Equipment, drugs, human resources, structural Rest (water, O2, suction)",2,"Equipment, drugs, human resources, structural Rest (water, O2, suction), delay to move to other States for specialized studies ",,,,,,"Violence against hospital staff by relatives, theft, robbery or shooting inside the hospital.",TBC health personnel,,,,,Do not,Do not,Every day,Has never been,Every day,Every day,nonoperating,nonoperating,Has never been,nonoperating,There were no,There were no,There were no,Between 1 and 2 days,There were no,There were no,Every day,There were no,There were no,Between 1 and 2 days,There were no,Days 3 to 5,Between 1 and 2 days,There were no,There were no,There were no,There were no,Every day,There were no,Between 1 and 2 days,There were no,There were no,Every day,Every day,There were no,Every day,Between 1 and 2 days,There were no,Days 3 to 5,S√,Do not,Over 1 year ± or,"Lack of surgical equipment, lack of input methods © physicians, lack of nefrol√≥gico equipment (dialysis machines), lack of professionals (nephrologist, surgeon, etc.)",NA,NA,,NA,NA,NA,NA,NA,,,,,,,,,,,,,,170,68,29,S√,S√,,,Between 1 and 2 days,They served less than 3 meals to the day,No recommendations from the specialist remain as to the menu served,There was less than 3-dairy formulas days,1899-12-30T09: 00: 00.000Z,1899-12-30T06: 00: 00.000Z,1,6,2,2,1,1,2,2,1,3,0,There was no water any public day,There was no water any public day,There was no water any public day
16,2019-10-22T15: 34: 36.115Z,39 of 2019,AMA000,type II,Amazon,MPPS,,It works less than 3 days,Do not,NA,Yes,2,Days 3 to 5,1899-12-30T07: 00: 00.000Z,Do not,2,"Equipment, drugs, human resources, structural Rest (water, O2, suction)",0,,,,,,,Violence against hospital staff by relatives,TBC health personnel,,,,,,,Every day,Has never been,Every day,Every day,nonoperating,nonoperating,Has never been,nonoperating,There were no,There were no,There were no,There were no,There were no,There were no,Every day,There were no,There were no,Between 1 and 2 days,There were no,There were no,There were no,There were no,There were no,Between 1 and 2 days,There were no,There were no,There were no,There were no,There were no,There were no,Every day,Every day,Every day,Every day,Between 1 and 2 days,There were no,Every day,S√,Do not,Over 1 year ± or,"Lack of surgical equipment, lack of input methods © physicians, lack of nefrol√≥gico equipment (dialysis machines), lack of professionals (nephrologist, surgeon, etc.)",NA,NA,,NA,NA,NA,NA,NA,,,,,,,,,,,,,,170,56,28,S√,S√,,,Every day,They served less than 3 meals to the day,No recommendations from the specialist remain as to the menu served,There was less than 3-dairy formulas days,1900-01-02T00: 00: 00.000Z,1900-01-02T00: 00: 00.000Z,1,3,2,3,2,1,3,2,1,2,1,"3 to 5 days, with alternate support","3 to 5 days, with alternate support","3 to 5 days, with alternate support"
17,2019-12-13T13: 59: 36.727Z,50 2019,AMA000,type II,Amazon,MPPS,,It works less than 3 days,Do not,NA,Yes,2,Within 3 days,1899-12-30T05: 00: 00.000Z,Do not,0,,2,"Equipment, drugs, human resources, structural Rest (water, O2, suction)",,,,,,"Theft, robbery or shooting inside the hospital.",TBC health personnel,,,,,,,Every day,Has never been,Every day,Every day,nonoperating,nonoperating,Has never been,nonoperating,Between 1 and 2 days,Between 1 and 2 days,There were no,Days 3 to 5,There were no,There were no,Every day,There were no,There were no,There were no,There were no,Days 3 to 5,There were no,There were no,Between 1 and 2 days,There were no,There were no,There were no,There were no,Every day,Between 1 and 2 days,There were no,Every day,Every day,Every day,Every day,There were no,There were no,Days 3 to 5,S√,Do not,Over 1 year ± or,"Lack of surgical equipment, lack of input methods © physicians, lack of nefrol√≥gico equipment (dialysis machines), lack of professionals (nephrologist, surgeon, etc.)",NA,NA,,NA,NA,NA,NA,NA,,,,,,,,,,,,,,170,45,18,S√,S√,,,any public day,They served less than 3 meals to the day,No recommendations from the specialist remain as to the menu served,There was not any public day-dairy formulas,1899-12-30T05: 00: 00.000Z,1899-12-30T08: 00: 00.000Z,1,2,2,2,2,1,1,2,1,2,1,There was no water any public day,There was no water any public day,There was no water any public day
18,2019-11-12T16: 21: 00.581Z,42 2019,AMA000,type II,Amazon,MPPS,,It works less than 3 days,Do not,NA,Yes,1,Within 3 days,1899-12-30T03: 00: 00.000Z,Do not,2,"Equipment, medicines, Human Resources",1,"Equipment, drugs, human resources, structural Rest (water, O2, suction), delay in transfer year © reo",,,,,,,,,,,,,,Every day,nonoperating,Every day,Every day,nonoperating,nonoperating,Has never been,nonoperating,There were no,There were no,There were no,There were no,There were no,There were no,Every day,There were no,There were no,There were no,There were no,Between 1 and 2 days,There were no,There were no,Every day,There were no,Every day,There were no,There were no,There were no,There were no,There were no,Every day,Every day,Every day,Every day,Every day,There were no,Every day,S√,Do not,Over 1 year ± or,"Lack of surgical equipment, lack of input methods © physicians, lack of nefrol√≥gico equipment (dialysis machines), lack of professionals (nephrologist, surgeon, etc.)",NA,NA,,NA,NA,NA,NA,NA,,,,,,,,,,,,,,170,54,28,S√,S√,,,Days 3 to 5,They served less than 3 meals to the day,No recommendations from the specialist remain as to the menu served,Was-dairy formulas 3 to 5 days,1900-01-02T00: 00: 00.000Z,1899-12-30T08: 00: 00.000Z,1,3,2,2,2,1,2,2,1,3,1,There was no water any public day,There was no water any public day,There was no water any public day
19,2019-11-12T20: 03: 00.416Z,44 2019,AMA000,type II,Amazon,MPPS,,It works less than 3 days,Do not,NA,Yes,1,Within 3 days,1899-12-30T04: 00: 00.000Z,Do not,0,,1,"Equipment, drugs, human resources, structural Rest (water, O2, suction), lack of transfer",Protests with temporary suspension of activities,Protests with temporary suspension of activities,Protests with temporary suspension of activities,,Protests with temporary suspension of activities,"Theft, robbery or shooting inside the hospital.",TBC health personnel,,,,,,,Every day,Has never been,Every day,Every day,nonoperating,nonoperating,Has never been,nonoperating,There were no,There were no,There were no,There were no,There were no,There were no,Every day,There were no,There were no,There were no,There were no,Between 1 and 2 days,There were no,There were no,There were no,There were no,Every day,There were no,There were no,Every day,There were no,There were no,Every day,Every day,Every day,Every day,Every day,There were no,Every day,S√,Do not,Over 1 year ± or,"Lack of surgical equipment, lack of input methods © physicians, lack of nefrol√≥gico equipment (dialysis machines), lack of professionals (nephrologist, surgeon, etc.)",NA,NA,,NA,NA,NA,NA,NA,,,,,,,,,,,,,,170,56,23,S√,S√,,,Every day,They served less than 3 meals to the day,No recommendations from the specialist remain as to the menu served,Was-dairy formulas 3 to 5 days,1900-01-02T00: 00: 00.000Z,1899-12-30T05: 00: 00.000Z,1,3,2,3,1,1,3,2,1,3,0,There was no water any public day,There was no water any public day,There was no water any public day
20,2019-07-04T17: 52: 54.607Z,24 2019,AMA000,type II,Amazon,MPPS,,There does not work,Do not,0,Yes,1,Within 3 days,1899-12-30T06: 00: 00.000Z,Do not,1,"Equipment, drugs, human resources, structural Rest (water, O2, suction)",0,,,,,,,"Theft, robbery or shooting inside the hospital.",,,,,,,,Every day,Has never been,Every day,Every day,nonoperating,nonoperating,Has never been,nonoperating,There were no,There were no,There were no,There were no,There were no,There were no,Every day,There were no,There were no,There were no,There were no,There were no,There were no,Between 1 and 2 days,Days 3 to 5,There were no,There were no,There were no,There were no,Between 1 and 2 days,There were no,There were no,Every day,Every day,Every day,Every day,Days 3 to 5,There were no,Every day,S√,Do not,Over 1 year ± or,"Lack of surgical material lack of input method © physicians, lack of nefrol√≥gico equipment (dialysis machines)",NA,NA,,NA,NA,NA,NA,NA,,,,,,,,,,,,,,170,68,19,S√,S√,,,Every day,They served less than 3 meals to the day,No recommendations from the specialist remain as to the menu served,There was not any public day-dairy formulas,1900-01-02T00: 00: 00.000Z,1900-01-02T00: 00: 00.000Z,1,2,2,2,1,0,1,2,1,2,0,"3 to 5 days, no alternative support","3 to 5 days, no alternative support","3 to 5 days, no alternative support"
21,2019-08-20T22: 25: 13.305Z,"31, 2019",AMA000,type II,Amazon,MPPS,,It works every day,Do not,NA,Yes,1,Days 3 to 5,1899-12-30T01: 00: 00.000Z,Do not,0,,0,,,,,,,,,,,,,,,Every day,Has never been,Every day,Every day,Less than 3 days,nonoperating,Has never been,nonoperating,There were no,There were no,There were no,There were no,There were no,There were no,Between 1 and 2 days,Between 1 and 2 days,There were no,There were no,There were no,There were no,There were no,There were no,There were no,There were no,There were no,There were no,There were no,Between 1 and 2 days,Between 1 and 2 days,There were no,Every day,Every day,Every day,Every day,Days 3 to 5,Days 3 to 5,Every day,S√,Do not,Over 1 year ± or,"Lack of surgical equipment, lack of input methods © physicians, lack of nefrol√≥gico equipment (dialysis machines), lack of professionals (nephrologist, surgeon, etc.)",NA,NA,,NA,NA,NA,NA,NA,,,,,,,,,,,,,,170,73,41,S√,S√,,,Every day,They served less than 3 meals to the day,No recommendations from the specialist remain as to the menu served,There was not any public day-dairy formulas,1900-01-02T00: 00: 00.000Z,1900-01-02T00: 00: 00.000Z,1,3,2,3,1,1,1,1,1,2,0,"3 to 5 days, no alternative support","3 to 5 days, no alternative support","3 to 5 days, no alternative support"
22,2019-09-04T02: 34: 20.573Z,35 2019,AMA000,type II,Amazon,MPPS,,It works less than 3 days,Do not,0,Yes,1,Within 3 days,1899-12-30T06: 45: 00.000Z,Do not,0,,0,,,,,,,Violence against hospital staff by relatives,,,,,,,,Every day,Has never been,Every day,Every day,nonoperating,nonoperating,Has never been,nonoperating,There were no,There were no,There were no,There were no,There were no,There were no,Every day,There were no,There were no,There were no,There were no,Between 1 and 2 days,There were no,There were no,Between 1 and 2 days,There were no,There were no,There were no,There were no,Every day,There were no,There were no,Every day,Every day,Every day,Every day,There were no,There were no,Every day,S√,Do not,Over 1 year ± or,"Lack of surgical equipment, lack of input methods © physicians, lack of nefrol√≥gico equipment (dialysis machines), lack of professionals (nephrologist, surgeon, etc.)",NA,NA,,NA,NA,NA,NA,NA,,,,,,,,,,,,,,170,78,32,S√,S√,,,Days 3 to 5,They served less than 3 meals to the day,No recommendations from the specialist remain as to the menu served,There was not any public day-dairy formulas,1899-12-30T00: 00: 00.000Z,1899-12-31T02: 00: 00.000Z,1,4,2,3,1,1,2,2,1,3,0,"<3 days, with alternate support","<3 days, with alternate support","<3 days, with alternate support"
23,2020-01-13T19: 32: 06.507Z,2 2020,AMA000,type II,Amazon,MPPS,,It works less than 3 days,Do not,NA,Yes,2,Within 3 days,1899-12-30T04: 00: 00.000Z,Do not,1,"Equipment, drugs, human resources, structural Rest (water, O2, suction)",2,"Equipment, drugs, human resources, structural Rest (water, O2, suction)",,,,,,"Violence against hospital staff by relatives, theft, robbery or shooting inside the hospital.",TBC health personnel,,,,,,,Every day,Has never been,Every day,Every day,nonoperating,nonoperating,Has never been,nonoperating,There were no,There were no,There were no,Days 3 to 5,There were no,There were no,Days 3 to 5,There were no,There were no,There were no,There were no,Days 3 to 5,There were no,There were no,There were no,There were no,There were no,Every day,There were no,Days 3 to 5,There were no,There were no,Every day,Every day,Every day,Every day,There were no,There were no,Every day,S√,Do not,Over 1 year ± or,"Lack of surgical equipment, lack of input methods © physicians, lack of nefrol√≥gico equipment (dialysis machines), lack of professionals (nephrologist, surgeon, etc.)",NA,NA,,NA,NA,NA,NA,NA,,,,,,,,,,,,,,170,52,24,S√,S√,,,Between 1 and 2 days,They served less than 3 meals to the day,No recommendations from the specialist remain as to the menu served,There was less than 3-dairy formulas days,1899-12-30T18: 00: 00.000Z,1899-12-30T06: 00: 00.000Z,1,1,1,2,2,1,1,1,1,3,0,"<3 days, no alternative support (tanks)","<3 days, no alternative support (tanks)","<3 days, no alternative support (tanks)"
24,2019-08-20T22: 45: 52.803Z,32 of 2019,AMA000,type II,Amazon,MPPS,,It works every day,Do not,NA,Yes,1,Days 3 to 5,1899-12-30T02: 00: 00.000Z,Do not,2,"Equipment, drugs, human resources, structural Rest (water, O2, suction), absence of specialist night shift",NA,,,,,,,,,,,,,,,Every day,Has never been,Every day,Every day,Days 3 to 5,nonoperating,Has never been,nonoperating,There were no,There were no,There were no,There were no,There were no,There were no,Between 1 and 2 days,There were no,There were no,There were no,There were no,There were no,There were no,There were no,There were no,There were no,There were no,There were no,There were no,Between 1 and 2 days,There were no,There were no,Every day,Every day,Every day,Every day,Between 1 and 2 days,Days 3 to 5,Every day,S√,Do not,Over 1 year ± or,"Lack of surgical equipment, lack of input methods © physicians, lack of nefrol√≥gico equipment (dialysis machines), lack of professionals (nephrologist, surgeon, etc.)",NA,NA,,NA,NA,NA,NA,NA,,,,,,,,,,,,,,170,59,21,S√,S√,,,Every day,,No recommendations from the specialist remain as to the menu served,There was not any public day-dairy formulas,1900-01-02T00: 00: 00.000Z,1900-01-02T00: 00: 00.000Z,1,1,1,3,2,1,2,2,1,2,1,"3 to 5 days, with alternate support","3 to 5 days, with alternate support","3 to 5 days, with alternate support"
25,2019-07-04T18: 13: 40.136Z,25 2019,AMA000,type II,Amazon,MPPS,Air Conditioner UTI,There does not work,Do not,0,Yes,1,Days 3 to 5,1899-12-30T08: 00: 00.000Z,S√,0,,2,"Equipment, drugs, human resources, structural Rest (water, O2, suction), no Neurosurgeon / delay in transfer to other cities with specialists",,,,Protests without suspension of activities,,Violence against hospital staff by relatives,,,,,,,,Every day,Has never been,Every day,Every day,nonoperating,nonoperating,Has never been,nonoperating,Between 1 and 2 days,There were no,There were no,Between 1 and 2 days,There were no,There were no,Every day,There were no,There were no,There were no,There were no,Between 1 and 2 days,There were no,There were no,Between 1 and 2 days,There were no,There were no,There were no,There were no,Days 3 to 5,There were no,There were no,Every day,Every day,Days 3 to 5,Every day,There were no,There were no,Every day,S√,Do not,Over 1 year ± or,"Lack of surgical material lack of input method © physicians, lack of nefrol√≥gico equipment (dialysis machines)",NA,NA,,NA,NA,NA,NA,NA,,,,,,,,,,,,,,170,82,36,S√,S√,,,Every day,They served less than 3 meals to the day,No recommendations from the specialist remain as to the menu served,There was not any public day-dairy formulas,1900-01-01T00: 00: 00.000Z,1900-01-02T00: 00: 00.000Z,1,2,2,3,1,1,2,2,1,2,0,There was no water any public day,There was no water any public day,There was no water any public day
26,2019-11-29T19: 34: 48.034Z,48 of 2019,AMA000,type II,Amazon,MPPS,,It works less than 3 days,Do not,NA,Yes,3,Days 3 to 5,1899-12-30T06: 00: 00.000Z,Do not,2,"Equipment, drugs, human resources, structural Rest (water, O2, suction)",0,,,,,,,"Theft, robbery or shooting inside the hospital.",TBC health personnel,,,,,,,Every day,nonoperating,Every day,Every day,nonoperating,nonoperating,Has never been,nonoperating,There were no,There were no,There were no,There were no,There were no,There were no,There were no,There were no,There were no,There were no,There were no,There were no,There were no,There were no,There were no,There were no,There were no,There were no,There were no,There were no,There were no,There were no,Every day,Every day,Every day,Every day,Every day,There were no,Every day,S√,Do not,Over 1 year ± or,"Lack of surgical equipment, lack of input methods © physicians, lack of nefrol√≥gico equipment (dialysis machines), lack of professionals (nephrologist, surgeon, etc.)",NA,NA,,NA,NA,NA,NA,NA,,,,,,,,,,,,,,170,53,28,S√,S√,,,Every day,They served less than 3 meals to the day,No recommendations from the specialist remain as to the menu served,There was every day-dairy formulas,1900-01-02T00: 00: 00.000Z,1900-01-02T00: 00: 00.000Z,1,3,2,3,2,1,2,2,1,3,1,There was no water any public day,There was no water any public day,There was no water any public day
27,2019-10-02T18: 30: 02.810Z,37 2019,AMA000,type II,Amazon,MPPS,,It works less than 3 days,Do not,NA,Yes,2,Days 3 to 5,1899-12-30T10: 00: 00.000Z,Do not,NA,,1,"Equipment, drugs, human resources, structural Rest (water, O2, suction)",,,,,,,,,,,,,,Every day,Has never been,Every day,Every day,nonoperating,nonoperating,Has never been,nonoperating,There were no,There were no,There were no,There were no,There were no,There were no,Every day,There were no,There were no,There were no,There were no,Days 3 to 5,There were no,There were no,There were no,Days 3 to 5,There were no,There were no,There were no,Between 1 and 2 days,There were no,There were no,Every day,Every day,Every day,Every day,There were no,Days 3 to 5,Every day,S√,Do not,Over 1 year ± or,"Lack of surgical equipment, lack of input methods © physicians, lack of nefrol√≥gico equipment (dialysis machines), lack of professionals (nephrologist, surgeon, etc.)",NA,NA,,NA,NA,NA,NA,NA,,,,,,,,,,,,,,170,62,26,S√,S√,,,Every day,They served less than 3 meals to the day,No recommendations from the specialist remain as to the menu served,There was not any public day-dairy formulas,1900-01-02T00: 00: 00.000Z,1899-12-30T07: 00: 00.000Z,1,2,3,2,2,1,2,1,1,3,0,There was no water any public day,There was no water any public day,There was no water any public day
28,2019-12-13T13: 50: 29.778Z,49 of 2019,AMA000,type II,Amazon,MPPS,,There does not work,Do not,NA,Yes,1,Within 3 days,1899-12-30T03: 00: 00.000Z,Do not,1,"Equipment, drugs, human resources, structural Rest (water, O2, suction)",0,,,,,,,,TBC health personnel,,,,,,,Every day,Has never been,Every day,Every day,nonoperating,nonoperating,Has never been,nonoperating,Between 1 and 2 days,Days 3 to 5,There were no,Between 1 and 2 days,There were no,There were no,Days 3 to 5,Between 1 and 2 days,There were no,Days 3 to 5,There were no,Days 3 to 5,There were no,There were no,Between 1 and 2 days,There were no,There were no,There were no,There were no,Days 3 to 5,Between 1 and 2 days,There were no,Every day,Every day,Every day,Every day,Every day,There were no,Every day,S√,Do not,Over 1 year ± or,"Lack of surgical equipment, lack of input methods © physicians, lack of nefrol√≥gico equipment (dialysis machines), lack of professionals (nephrologist, surgeon, etc.)",NA,NA,,NA,NA,NA,NA,NA,,,,,,,,,,,,,,170,41,17,S√,S√,,,any public day,They served less than 3 meals to the day,No recommendations from the specialist remain as to the menu served,There was not any public day-dairy formulas,1899-12-30T08: 00: 00.000Z,1899-12-30T12: 00: 00.000Z,1,3,2,2,2,1,2,2,1,2,0,There was no water any public day,There was no water any public day,There was no water any public day
29,2019-11-29T19: 23: 06.312Z,47 of 2019,AMA000,type II,Amazon,MPPS,,There does not work,Do not,NA,Yes,2,Days 3 to 5,1899-12-30T04: 00: 00.000Z,Do not,1,"Equipment, drugs, human resources, structural Rest (water, O2, suction)",0,,,,,,,"Theft, robbery or shooting inside the hospital.",TBC health personnel,,,,,,,Every day,Has never been,Every day,Every day,nonoperating,nonoperating,Has never been,nonoperating,There were no,There were no,There were no,There were no,There were no,There were no,There were no,There were no,There were no,There were no,There were no,Between 1 and 2 days,There were no,Every day,There were no,There were no,There were no,There were no,There were no,There were no,There were no,There were no,Every day,Every day,Every day,Every day,Every day,There were no,Every day,S√,Do not,Over 1 year ± or,"Lack of surgical equipment, lack of input methods © physicians, lack of nefrol√≥gico equipment (dialysis machines), lack of professionals (nephrologist, surgeon, etc.)",NA,NA,,NA,NA,NA,NA,NA,,,,,,,,,,,,,,170,42,23,S√,S√,,,Every day,They served less than 3 meals to the day,No recommendations from the specialist remain as to the menu served,Was-dairy formulas 3 to 5 days,1900-01-02T00: 00: 00.000Z,1899-12-30T09: 00: 00.000Z,1,3,3,2,2,1,3,2,1,2,2,"3 to 5 days, no alternative support","3 to 5 days, no alternative support","3 to 5 days, no alternative support"
